participant_id,interfaceId,interfaceOrder001,interfaceOrder002,setId,setOrder001,setOrder002,phaseId,trialId,command__t,command__x,command__y,command__w,command__h,command__p,command__n,sameParent,time,correct
7,0,1,0,0,1,0,1,8,Change bottom margin,350,95,45,20,1,2,FALSE,3381,TRUE
1,0,1,0,0,1,0,1,31,Change cell shading,1002,95,45,30,3,0,FALSE,3359,TRUE
8,0,0,1,1,1,0,1,26,Change cell lines,1002,120,45,30,3,1,FALSE,3349,TRUE
3,0,0,1,1,1,0,1,33,Change size,67,92,55,58,1,1,FALSE,3342,TRUE
1,0,1,0,0,1,0,1,5,Insert picture,1140,95,50,55,0,4,FALSE,3331,TRUE
3,0,0,1,1,1,0,1,5,Center text,351,125,28,20,0,3,FALSE,3330,TRUE
8,0,0,1,1,1,0,1,16,Change left margin,255,125,43,20,1,3,FALSE,3308,TRUE
1,0,1,0,0,1,0,1,9,Justify text,407,125,28,20,0,2,FALSE,3267,TRUE
4,0,1,0,1,0,1,1,41,Change cell lines,1002,120,45,30,3,1,FALSE,3253,TRUE
3,0,0,1,1,1,0,1,26,Change cell lines,1002,120,45,30,3,1,FALSE,3250,TRUE
1,0,1,0,0,1,0,1,33,Insert picture,1140,95,50,55,0,4,FALSE,3240,TRUE
1,0,1,0,0,1,0,1,21,Change orientation,7,92,60,58,1,0,FALSE,3231,TRUE
4,0,1,0,1,0,1,1,76,Change left margin,255,125,43,20,1,3,FALSE,3226,TRUE
1,0,1,0,0,1,0,1,15,Change cell shading,1002,95,45,30,3,0,FALSE,3220,TRUE
1,0,1,0,0,1,0,1,7,Insert picture,1140,95,50,55,0,4,FALSE,3209,TRUE
7,0,1,0,0,1,0,1,9,Change cell shading,1002,95,45,30,3,0,FALSE,3207,TRUE
4,0,1,0,1,0,1,1,4,Change left margin,255,125,43,20,1,3,FALSE,3196,TRUE
10,0,0,1,0,0,1,1,10,Change bottom margin,350,95,45,20,1,2,FALSE,3186,TRUE
4,0,1,0,1,0,1,1,2,Insert text box,1040,95,50,55,0,5,FALSE,3174,TRUE
10,0,0,1,0,0,1,1,24,Change cell shading,1002,95,45,30,3,0,FALSE,3172,TRUE
1,0,1,0,0,1,0,1,6,Change bottom margin,350,95,45,20,1,2,FALSE,3171,TRUE
8,0,0,1,1,1,0,1,36,Italicize text,35,125,28,20,0,1,FALSE,3166,TRUE
1,0,1,0,0,1,0,1,29,Change cell shading,1002,95,45,30,3,0,FALSE,3165,TRUE
3,0,0,1,1,1,0,1,8,Italicize text,35,125,28,20,0,1,FALSE,3162,TRUE
3,0,0,1,1,1,0,1,16,Change cell lines,1002,120,45,30,3,1,FALSE,3162,TRUE
6,0,1,0,1,0,1,1,9,Italicize text,35,125,28,20,0,1,FALSE,3157,TRUE
10,0,0,1,0,0,1,1,4,Insert picture,1140,95,50,55,0,4,FALSE,3150,TRUE
7,0,1,0,0,1,0,1,13,Justify text,407,125,28,20,0,2,FALSE,3143,TRUE
4,0,1,0,1,0,1,1,18,Insert text box,1040,95,50,55,0,5,FALSE,3137,TRUE
4,0,1,0,1,0,1,1,68,Change cell lines,1002,120,45,30,3,1,FALSE,3136,TRUE
2,0,0,1,0,0,1,1,9,Insert picture,1140,95,50,55,0,4,FALSE,3129,TRUE
9,0,0,1,0,0,1,1,27,Insert picture,1140,95,50,55,0,4,FALSE,3128,TRUE
4,0,1,0,1,0,1,1,79,Insert text box,1040,95,50,55,0,5,FALSE,3113,TRUE
10,0,0,1,0,0,1,1,19,Change bottom margin,350,95,45,20,1,2,FALSE,3097,TRUE
3,0,0,1,1,1,0,1,25,Change left margin,255,125,43,20,1,3,FALSE,3084,TRUE
4,0,1,0,1,0,1,1,69,Change left margin,255,125,43,20,1,3,FALSE,3056,TRUE
9,0,0,1,0,0,1,1,25,Change bottom margin,350,95,45,20,1,2,FALSE,3050,TRUE
8,0,0,1,1,1,0,1,6,Center text,351,125,28,20,0,3,FALSE,3044,TRUE
9,0,0,1,0,0,1,1,4,Change bottom margin,350,95,45,20,1,2,FALSE,3040,TRUE
5,0,0,1,1,1,0,1,6,Center text,351,125,28,20,0,3,FALSE,3038,TRUE
3,0,0,1,1,1,0,1,17,Center text,351,125,28,20,0,3,FALSE,3037,TRUE
3,0,0,1,1,1,0,1,15,Change size,67,92,55,58,1,1,FALSE,3026,TRUE
8,0,0,1,1,1,0,1,18,Center text,351,125,28,20,0,3,FALSE,3026,TRUE
2,0,0,1,0,0,1,1,13,Justify text,407,125,28,20,0,2,FALSE,3025,TRUE
4,0,1,0,1,0,1,1,84,Italicize text,35,125,28,20,0,1,FALSE,3023,TRUE
4,0,1,0,1,0,1,1,10,Italicize text,35,125,28,20,0,1,FALSE,3015,TRUE
6,0,1,0,1,0,1,1,8,Change left margin,255,125,43,20,1,3,FALSE,3004,TRUE
4,0,1,0,1,0,1,1,13,Change cell lines,1002,120,45,30,3,1,FALSE,3002,TRUE
8,0,0,1,1,1,0,1,23,Italicize text,35,125,28,20,0,1,FALSE,2989,TRUE
6,0,1,0,1,0,1,1,1,Italicize text,35,125,28,20,0,1,FALSE,2982,TRUE
4,0,1,0,1,0,1,1,27,Change cell lines,1002,120,45,30,3,1,FALSE,2968,TRUE
9,0,0,1,0,0,1,1,17,Insert picture,1140,95,50,55,0,4,FALSE,2959,TRUE
10,0,0,1,0,0,1,1,5,Change cell shading,1002,95,45,30,3,0,FALSE,2958,TRUE
10,0,0,1,0,0,1,1,1,Change orientation,7,92,60,58,1,0,FALSE,2954,TRUE
6,0,1,0,1,0,1,1,6,Change size,67,92,55,58,1,1,FALSE,2947,TRUE
3,0,0,1,1,1,0,1,20,Italicize text,35,125,28,20,0,1,FALSE,2942,TRUE
4,0,1,0,1,0,1,1,12,Change size,67,92,55,58,1,1,FALSE,2938,TRUE
3,0,0,1,1,1,0,1,34,Center text,351,125,28,20,0,3,FALSE,2936,TRUE
4,0,1,0,1,0,1,1,53,Insert text box,1040,95,50,55,0,5,FALSE,2896,TRUE
8,0,0,1,1,1,0,1,33,Change cell lines,1002,120,45,30,3,1,FALSE,2894,TRUE
6,0,1,0,1,0,1,1,5,Insert text box,1040,95,50,55,0,5,FALSE,2891,TRUE
4,0,1,0,1,0,1,1,50,Change cell lines,1002,120,45,30,3,1,FALSE,2878,TRUE
2,0,0,1,0,0,1,1,17,Insert picture,1140,95,50,55,0,4,FALSE,2875,TRUE
4,0,1,0,1,0,1,1,62,Insert text box,1040,95,50,55,0,5,FALSE,2866,TRUE
1,0,1,0,0,1,0,1,23,Change bottom margin,350,95,45,20,1,2,FALSE,2865,TRUE
2,0,0,1,0,0,1,1,31,Bold text,7,125,28,20,0,0,FALSE,2862,TRUE
5,0,0,1,1,1,0,1,18,Change cell lines,1002,120,45,30,3,1,FALSE,2862,TRUE
3,0,0,1,1,1,0,1,19,Change size,67,92,55,58,1,1,FALSE,2861,TRUE
9,0,0,1,0,0,1,1,10,Bold text,7,125,28,20,0,0,FALSE,2838,TRUE
2,0,0,1,0,0,1,1,25,Change bottom margin,350,95,45,20,1,2,FALSE,2822,TRUE
4,0,1,0,1,0,1,1,21,Italicize text,35,125,28,20,0,1,FALSE,2816,TRUE
7,0,1,0,0,1,0,1,26,Change orientation,7,92,60,58,1,0,FALSE,2815,TRUE
9,0,0,1,0,0,1,1,6,Insert picture,1140,95,50,55,0,4,FALSE,2812,TRUE
6,0,1,0,1,0,1,1,7,Center text,351,125,28,20,0,3,FALSE,2811,TRUE
3,0,0,1,1,1,0,1,14,Italicize text,35,125,28,20,0,1,FALSE,2801,TRUE
4,0,1,0,1,0,1,1,90,Center text,351,125,28,20,0,3,FALSE,2798,TRUE
9,0,0,1,0,0,1,1,8,Insert picture,1140,95,50,55,0,4,FALSE,2798,TRUE
3,0,0,1,1,1,0,1,27,Italicize text,35,125,28,20,0,1,FALSE,2795,TRUE
4,0,1,0,1,0,1,1,43,Change cell lines,1002,120,45,30,3,1,FALSE,2790,TRUE
4,0,1,0,1,0,1,1,39,Insert text box,1040,95,50,55,0,5,FALSE,2781,TRUE
4,0,1,0,1,0,1,1,9,Change cell lines,1002,120,45,30,3,1,FALSE,2780,TRUE
4,0,1,0,1,0,1,1,36,Change cell lines,1002,120,45,30,3,1,FALSE,2774,TRUE
5,0,0,1,1,1,0,1,10,Insert text box,1040,95,50,55,0,5,FALSE,2767,TRUE
2,0,0,1,0,0,1,1,11,Change cell shading,1002,95,45,30,3,0,FALSE,2759,TRUE
7,0,1,0,0,1,0,1,3,Insert picture,1140,95,50,55,0,4,FALSE,2755,TRUE
4,0,1,0,1,0,1,1,42,Italicize text,35,125,28,20,0,1,FALSE,2750,TRUE
6,0,1,0,1,0,1,1,4,Change left margin,255,125,43,20,1,3,FALSE,2750,TRUE
4,0,1,0,1,0,1,1,65,Change cell lines,1002,120,45,30,3,1,FALSE,2734,TRUE
5,0,0,1,1,1,0,1,7,Change cell lines,1002,120,45,30,3,1,FALSE,2710,TRUE
6,0,1,0,1,0,1,1,17,Center text,351,125,28,20,0,3,FALSE,2706,TRUE
4,0,1,0,1,0,1,1,32,Insert text box,1040,95,50,55,0,5,FALSE,2692,TRUE
4,0,1,0,1,0,1,1,51,Center text,351,125,28,20,0,3,FALSE,2686,TRUE
4,0,1,0,1,0,1,1,81,Center text,351,125,28,20,0,3,FALSE,2677,TRUE
6,0,1,0,1,0,1,1,14,Insert text box,1040,95,50,55,0,5,FALSE,2673,TRUE
7,0,1,0,0,1,0,1,10,Bold text,7,125,28,20,0,0,FALSE,2672,TRUE
5,0,0,1,1,1,0,1,33,Change size,67,92,55,58,1,1,FALSE,2666,TRUE
4,0,1,0,1,0,1,1,64,Change left margin,255,125,43,20,1,3,FALSE,2665,TRUE
8,0,0,1,1,1,0,1,28,Italicize text,35,125,28,20,0,1,FALSE,2653,TRUE
4,0,1,0,1,0,1,1,77,Insert text box,1040,95,50,55,0,5,FALSE,2644,TRUE
8,0,0,1,1,1,0,1,11,Center text,351,125,28,20,0,3,FALSE,2641,TRUE
4,0,1,0,1,0,1,1,20,Change cell lines,1002,120,45,30,3,1,FALSE,2640,TRUE
5,0,0,1,1,1,0,1,28,Change cell lines,1002,120,45,30,3,1,FALSE,2636,TRUE
6,0,1,0,1,0,1,1,36,Change cell lines,1002,120,45,30,3,1,FALSE,2630,TRUE
4,0,1,0,1,0,1,1,15,Center text,351,125,28,20,0,3,FALSE,2626,TRUE
4,0,1,0,1,0,1,1,88,Change size,67,92,55,58,1,1,FALSE,2626,TRUE
4,0,1,0,1,0,1,1,23,Center text,351,125,28,20,0,3,FALSE,2624,TRUE
7,0,1,0,0,1,0,1,7,Insert picture,1140,95,50,55,0,4,FALSE,2614,TRUE
7,0,1,0,0,1,0,1,15,Change cell shading,1002,95,45,30,3,0,FALSE,2614,TRUE
1,0,1,0,0,1,0,1,35,Change orientation,7,92,60,58,1,0,FALSE,2610,TRUE
9,0,0,1,0,0,1,1,9,Change bottom margin,350,95,45,20,1,2,FALSE,2604,TRUE
7,0,1,0,0,1,0,1,2,Change bottom margin,350,95,45,20,1,2,FALSE,2602,TRUE
8,0,0,1,1,1,0,1,22,Change size,67,92,55,58,1,1,FALSE,2594,TRUE
4,0,1,0,1,0,1,1,74,Italicize text,35,125,28,20,0,1,FALSE,2590,TRUE
1,0,1,0,0,1,0,1,27,Bold text,7,125,28,20,0,0,FALSE,2582,TRUE
4,0,1,0,1,0,1,1,66,Italicize text,35,125,28,20,0,1,FALSE,2582,TRUE
5,0,0,1,1,1,0,1,23,Change cell lines,1002,120,45,30,3,1,FALSE,2579,TRUE
8,0,0,1,1,1,0,1,4,Change left margin,255,125,43,20,1,3,FALSE,2577,TRUE
10,0,0,1,0,0,1,1,16,Change cell shading,1002,95,45,30,3,0,FALSE,2570,TRUE
9,0,0,1,0,0,1,1,7,Change orientation,7,92,60,58,1,0,FALSE,2567,TRUE
9,0,0,1,0,0,1,1,36,Change bottom margin,350,95,45,20,1,2,FALSE,2566,TRUE
2,0,0,1,0,0,1,1,5,Change cell shading,1002,95,45,30,3,0,FALSE,2563,TRUE
10,0,0,1,0,0,1,1,20,Insert picture,1140,95,50,55,0,4,FALSE,2554,TRUE
5,0,0,1,1,1,0,1,1,Italicize text,35,125,28,20,0,1,FALSE,2552,TRUE
4,0,1,0,1,0,1,1,58,Change left margin,255,125,43,20,1,3,FALSE,2539,TRUE
4,0,1,0,1,0,1,1,28,Insert text box,1040,95,50,55,0,5,FALSE,2536,TRUE
2,0,0,1,0,0,1,1,21,Justify text,407,125,28,20,0,2,FALSE,2535,TRUE
6,0,1,0,1,0,1,1,32,Center text,351,125,28,20,0,3,FALSE,2532,TRUE
4,0,1,0,1,0,1,1,72,Italicize text,35,125,28,20,0,1,FALSE,2516,TRUE
6,0,1,0,1,0,1,1,26,Change cell lines,1002,120,45,30,3,1,FALSE,2516,TRUE
10,0,0,1,0,0,1,1,12,Bold text,7,125,28,20,0,0,FALSE,2510,TRUE
4,0,1,0,1,0,1,1,45,Center text,351,125,28,20,0,3,FALSE,2502,TRUE
4,0,1,0,1,0,1,1,71,Change size,67,92,55,58,1,1,FALSE,2502,TRUE
1,0,1,0,0,1,0,1,14,Change orientation,7,92,60,58,1,0,FALSE,2501,TRUE
5,0,0,1,1,1,0,1,8,Center text,351,125,28,20,0,3,FALSE,2498,TRUE
2,0,0,1,0,0,1,1,20,Change orientation,7,92,60,58,1,0,FALSE,2496,TRUE
2,0,0,1,0,0,1,1,3,Change bottom margin,350,95,45,20,1,2,FALSE,2495,TRUE
5,0,0,1,1,1,0,1,2,Change cell lines,1002,120,45,30,3,1,FALSE,2486,TRUE
6,0,1,0,1,0,1,1,29,Italicize text,35,125,28,20,0,1,FALSE,2484,TRUE
2,0,0,1,0,0,1,1,26,Bold text,7,125,28,20,0,0,FALSE,2477,TRUE
2,0,0,1,0,0,1,1,28,Change orientation,7,92,60,58,1,0,FALSE,2476,TRUE
10,0,0,1,0,0,1,1,3,Change bottom margin,350,95,45,20,1,2,FALSE,2470,TRUE
8,0,0,1,1,1,0,1,30,Change left margin,255,125,43,20,1,3,FALSE,2462,TRUE
2,0,0,1,0,0,1,1,4,Bold text,7,125,28,20,0,0,FALSE,2448,TRUE
4,0,1,0,1,0,1,1,48,Italicize text,35,125,28,20,0,1,FALSE,2446,TRUE
7,0,1,0,0,1,0,1,30,Bold text,7,125,28,20,0,0,FALSE,2442,TRUE
7,0,1,0,0,1,0,1,27,Justify text,407,125,28,20,0,2,FALSE,2431,TRUE
10,0,0,1,0,0,1,1,29,Change cell shading,1002,95,45,30,3,0,FALSE,2426,TRUE
5,0,0,1,1,1,0,1,13,Change left margin,255,125,43,20,1,3,FALSE,2422,TRUE
9,0,0,1,0,0,1,1,15,Bold text,7,125,28,20,0,0,FALSE,2419,TRUE
1,0,1,0,0,1,0,1,13,Bold text,7,125,28,20,0,0,FALSE,2397,TRUE
4,0,1,0,1,0,1,1,86,Change cell lines,1002,120,45,30,3,1,FALSE,2390,TRUE
7,0,1,0,0,1,0,1,29,Change bottom margin,350,95,45,20,1,2,FALSE,2386,TRUE
3,0,0,1,1,1,0,1,1,Insert text box,1040,95,50,55,0,5,FALSE,2383,TRUE
9,0,0,1,0,0,1,1,32,Justify text,407,125,28,20,0,2,FALSE,2378,TRUE
8,0,0,1,1,1,0,1,2,Change size,67,92,55,58,1,1,FALSE,2377,TRUE
4,0,1,0,1,0,1,1,87,Insert text box,1040,95,50,55,0,5,FALSE,2374,TRUE
2,0,0,1,0,0,1,1,7,Bold text,7,125,28,20,0,0,FALSE,2373,TRUE
4,0,1,0,1,0,1,1,60,Italicize text,35,125,28,20,0,1,FALSE,2363,TRUE
4,0,1,0,1,0,1,1,70,Center text,351,125,28,20,0,3,FALSE,2356,TRUE
1,0,1,0,0,1,0,1,2,Change orientation,7,92,60,58,1,0,FALSE,2350,TRUE
10,0,0,1,0,0,1,1,36,Justify text,407,125,28,20,0,2,FALSE,2350,TRUE
9,0,0,1,0,0,1,1,24,Bold text,7,125,28,20,0,0,FALSE,2344,TRUE
5,0,0,1,1,1,0,1,12,Italicize text,35,125,28,20,0,1,FALSE,2330,TRUE
5,0,0,1,1,1,0,1,32,Insert text box,1040,95,50,55,0,5,FALSE,2322,TRUE
10,0,0,1,0,0,1,1,34,Change bottom margin,350,95,45,20,1,2,FALSE,2322,TRUE
4,0,1,0,1,0,1,1,56,Insert text box,1040,95,50,55,0,5,FALSE,2318,TRUE
10,0,0,1,0,0,1,1,2,Bold text,7,125,28,20,0,0,FALSE,2316,TRUE
2,0,0,1,0,0,1,1,23,Bold text,7,125,28,20,0,0,FALSE,2314,TRUE
4,0,1,0,1,0,1,1,73,Change size,67,92,55,58,1,1,FALSE,2308,TRUE
10,0,0,1,0,0,1,1,14,Change orientation,7,92,60,58,1,0,FALSE,2302,TRUE
5,0,0,1,1,1,0,1,21,Insert text box,1040,95,50,55,0,5,FALSE,2282,TRUE
8,0,0,1,1,1,0,1,3,Italicize text,35,125,28,20,0,1,FALSE,2282,TRUE
1,0,1,0,0,1,0,1,11,Change orientation,7,92,60,58,1,0,FALSE,2277,TRUE
3,0,0,1,1,1,0,1,7,Change size,67,92,55,58,1,1,FALSE,2272,TRUE
5,0,0,1,1,1,0,1,11,Change left margin,255,125,43,20,1,3,FALSE,2270,TRUE
4,0,1,0,1,0,1,1,35,Change size,67,92,55,58,1,1,FALSE,2261,TRUE
4,0,1,0,1,0,1,1,61,Change size,67,92,55,58,1,1,FALSE,2256,TRUE
4,0,1,0,1,0,1,1,52,Change size,67,92,55,58,1,1,FALSE,2252,TRUE
2,0,0,1,0,0,1,1,8,Change bottom margin,350,95,45,20,1,2,FALSE,2238,TRUE
7,0,1,0,0,1,0,1,34,Change orientation,7,92,60,58,1,0,FALSE,2236,TRUE
5,0,0,1,1,1,0,1,22,Change left margin,255,125,43,20,1,3,FALSE,2234,TRUE
4,0,1,0,1,0,1,1,47,Change left margin,255,125,43,20,1,3,FALSE,2180,TRUE
10,0,0,1,0,0,1,1,30,Insert picture,1140,95,50,55,0,4,FALSE,2180,TRUE
5,0,0,1,1,1,0,1,4,Change left margin,255,125,43,20,1,3,FALSE,2170,TRUE
4,0,1,0,1,0,1,1,54,Change left margin,255,125,43,20,1,3,FALSE,2164,TRUE
6,0,1,0,1,0,1,1,35,Change left margin,255,125,43,20,1,3,FALSE,2163,TRUE
5,0,0,1,1,1,0,1,16,Change size,67,92,55,58,1,1,FALSE,2156,TRUE
7,0,1,0,0,1,0,1,35,Justify text,407,125,28,20,0,2,FALSE,2151,TRUE
5,0,0,1,1,1,0,1,27,Insert text box,1040,95,50,55,0,5,FALSE,2141,TRUE
10,0,0,1,0,0,1,1,32,Bold text,7,125,28,20,0,0,FALSE,2073,TRUE
7,0,1,0,0,1,0,1,20,Change bottom margin,350,95,45,20,1,2,FALSE,2072,TRUE
10,0,0,1,0,0,1,1,21,Change orientation,7,92,60,58,1,0,FALSE,2070,TRUE
9,0,0,1,0,0,1,1,12,Justify text,407,125,28,20,0,2,FALSE,2062,TRUE
2,0,0,1,0,0,1,1,12,Change orientation,7,92,60,58,1,0,FALSE,2048,TRUE
4,0,1,0,1,0,1,1,29,Change left margin,255,125,43,20,1,3,FALSE,2030,TRUE
2,0,0,1,0,0,1,1,6,Change orientation,7,92,60,58,1,0,FALSE,2027,TRUE
10,0,0,1,0,0,1,1,25,Bold text,7,125,28,20,0,0,FALSE,2014,TRUE
10,0,0,1,0,0,1,1,27,Change bottom margin,350,95,45,20,1,2,FALSE,1976,TRUE
9,0,0,1,0,0,1,1,29,Bold text,7,125,28,20,0,0,FALSE,1970,TRUE
5,0,0,1,1,1,0,1,35,Italicize text,35,125,28,20,0,1,FALSE,1968,TRUE
5,0,0,1,1,1,0,1,30,Italicize text,35,125,28,20,0,1,FALSE,1959,TRUE
4,0,1,0,1,0,1,1,80,Change size,67,92,55,58,1,1,FALSE,1934,TRUE
1,0,1,0,0,1,0,1,1,Justify text,407,125,28,20,0,2,FALSE,1883,TRUE
5,0,0,1,1,1,0,1,24,Italicize text,35,125,28,20,0,1,FALSE,1876,TRUE
4,0,1,0,1,0,1,1,44,Change size,67,92,55,58,1,1,FALSE,1851,TRUE
5,0,0,1,1,1,0,1,17,Italicize text,35,125,28,20,0,1,FALSE,1819,TRUE
5,0,0,1,1,1,0,1,19,Center text,351,125,28,20,0,3,FALSE,1792,TRUE
5,0,0,1,1,1,0,1,20,Change size,67,92,55,58,1,1,FALSE,1620,TRUE
9,0,0,1,0,0,1,1,18,Change cell shading,1002,95,45,30,3,0,FALSE,5698,FALSE
8,0,0,1,1,1,0,1,21,Center text,351,125,28,20,0,3,FALSE,5683,FALSE
6,0,1,0,1,0,1,1,28,Change size,67,92,55,58,1,1,FALSE,5658,FALSE
8,0,0,1,1,1,0,1,9,Change size,67,92,55,58,1,1,FALSE,5589,FALSE
7,0,1,0,0,1,0,1,12,Change orientation,7,92,60,58,1,0,FALSE,5463,FALSE
10,0,0,1,0,0,1,1,11,Change cell shading,1002,95,45,30,3,0,FALSE,5456,FALSE
9,0,0,1,0,0,1,1,3,Change cell shading,1002,95,45,30,3,0,FALSE,5404,FALSE
3,0,0,1,1,1,0,1,12,Change left margin,255,125,43,20,1,3,FALSE,5352,FALSE
3,0,0,1,1,1,0,1,23,Change left margin,255,125,43,20,1,3,FALSE,5352,FALSE
7,0,1,0,0,1,0,1,28,Change cell shading,1002,95,45,30,3,0,FALSE,5041,FALSE
7,0,1,0,0,1,0,1,23,Change orientation,7,92,60,58,1,0,FALSE,4986,FALSE
9,0,0,1,0,0,1,1,28,Change cell shading,1002,95,45,30,3,0,FALSE,4788,FALSE
2,0,0,1,0,0,1,1,15,Change cell shading,1002,95,45,30,3,0,FALSE,4724,FALSE
6,0,1,0,1,0,1,1,10,Change cell lines,1002,120,45,30,3,1,FALSE,4610,FALSE
4,0,1,0,1,0,1,1,83,Change left margin,255,125,43,20,1,3,FALSE,4461,FALSE
2,0,0,1,0,0,1,1,16,Change bottom margin,350,95,45,20,1,2,FALSE,4400,FALSE
4,0,1,0,1,0,1,1,78,Change cell lines,1002,120,45,30,3,1,FALSE,4346,FALSE
8,0,0,1,1,1,0,1,20,Change cell lines,1002,120,45,30,3,1,FALSE,4237,FALSE
9,0,0,1,0,0,1,1,16,Change bottom margin,350,95,45,20,1,2,FALSE,4206,FALSE
6,0,1,0,1,0,1,1,3,Center text,351,125,28,20,0,3,FALSE,4125,FALSE
7,0,1,0,0,1,0,1,21,Bold text,7,125,28,20,0,0,FALSE,4106,FALSE
7,0,1,0,0,1,0,1,24,Insert picture,1140,95,50,55,0,4,FALSE,4098,FALSE
5,0,0,1,1,1,0,1,26,Change size,67,92,55,58,1,1,FALSE,4040,FALSE
8,0,0,1,1,1,0,1,34,Change left margin,255,125,43,20,1,3,FALSE,4029,FALSE
3,0,0,1,1,1,0,1,24,Center text,351,125,28,20,0,3,FALSE,4020,FALSE
9,0,0,1,0,0,1,1,11,Change cell shading,1002,95,45,30,3,0,FALSE,4016,FALSE
10,0,0,1,0,0,1,1,22,Justify text,407,125,28,20,0,2,FALSE,3993,FALSE
3,0,0,1,1,1,0,1,11,Change cell lines,1002,120,45,30,3,1,FALSE,3972,FALSE
1,0,1,0,0,1,0,1,25,Change orientation,7,92,60,58,1,0,FALSE,3930,FALSE
7,0,1,0,0,1,0,1,18,Insert picture,1140,95,50,55,0,4,FALSE,3925,FALSE
9,0,0,1,0,0,1,1,23,Change bottom margin,350,95,45,20,1,2,FALSE,3920,FALSE
1,0,1,0,0,1,0,1,32,Change bottom margin,350,95,45,20,1,2,FALSE,3771,FALSE
10,0,0,1,0,0,1,1,6,Justify text,407,125,28,20,0,2,FALSE,3614,FALSE
6,0,1,0,1,0,1,1,23,Change cell lines,1002,120,45,30,3,1,FALSE,3558,FALSE
8,0,0,1,1,1,0,1,27,Change size,67,92,55,58,1,1,FALSE,3503,FALSE
2,0,0,1,0,0,1,1,18,Change orientation,7,92,60,58,1,0,FALSE,3428,FALSE
6,0,1,0,1,0,1,1,2,Change cell lines,1002,120,45,30,3,1,FALSE,3375,FALSE
6,0,1,0,1,0,1,1,11,Change size,67,92,55,58,1,1,FALSE,3374,FALSE
10,0,0,1,0,0,1,1,8,Insert picture,1140,95,50,55,0,4,FALSE,3202,FALSE
10,0,0,1,0,0,1,1,31,Change cell shading,1002,95,45,30,3,0,FALSE,3182,FALSE
10,0,0,1,0,0,1,1,17,Justify text,407,125,28,20,0,2,FALSE,3153,FALSE
7,0,1,0,0,1,0,1,16,Change orientation,7,92,60,58,1,0,FALSE,2950,FALSE
5,0,0,1,1,1,0,1,29,Change left margin,255,125,43,20,1,3,FALSE,2849,FALSE
9,0,0,1,0,0,1,1,19,Change orientation,7,92,60,58,1,0,FALSE,2577,FALSE
